ID	chrom	loc.start	loc.end	num.mark	seg.mean
TCGA-A8-A0A7	3	193194	1917676	1566	0.1204
TCGA-A8-A0A7	3	1918571	6604856	4095	0.0306
TCGA-A8-A0A7	3	6609441	6611645	23	-0.4521
TCGA-A8-A0A7	3	6613391	10176281	2781	0.0098
TCGA-A8-A0A7	3	10177474	10217213	49	-0.3273
TCGA-A8-A0A7	3	10217430	21075397	7115	0.0144
TCGA-A8-A0A7	3	21075615	22307127	1066	0.1014
TCGA-A8-A0A7	3	22307186	68697013	30939	0.0164
TCGA-A8-A0A7	3	68697108	68698262	14	-1.244
TCGA-A8-A0A7	3	68699607	98180575	15316	0.0316
TCGA-A8-A0A7	3	98189826	98195973	4	-1.4381
TCGA-A8-A0A7	3	98197104	99218119	591	0.0152
TCGA-A8-A0A7	3	99218940	99230577	39	-0.4987
TCGA-A8-A0A7	3	99232120	130067097	18714	0.0231
TCGA-A8-A0A7	3	130067366	130087393	32	-1.712
TCGA-A8-A0A7	3	130088081	146713080	10425	0.0157
TCGA-A8-A0A7	3	146716943	147665013	495	0.1431
TCGA-A8-A0A7	3	147670966	162405578	9082	0.0312
TCGA-A8-A0A7	3	162419812	162424917	14	-0.674
TCGA-A8-A0A7	3	162426460	162790390	256	0.0539
TCGA-A8-A0A7	3	162790404	162906109	70	0.6143
TCGA-A8-A0A7	3	162908192	167941968	2806	0.0766
TCGA-A8-A0A7	3	167942969	167948129	3	-1.3208
TCGA-A8-A0A7	3	167948496	169012392	636	0.059
TCGA-A8-A0A7	3	169015614	169020840	2	-2.1418
TCGA-A8-A0A7	3	169022039	172948213	2554	0.018
TCGA-A8-A0A7	3	172949680	177610534	3071	0.0763
TCGA-A8-A0A7	3	177615010	193160173	10103	0.0178
TCGA-A8-A0A7	3	193160256	193161217	5	1.6002
TCGA-A8-A0A7	3	193162684	198169247	2705	0.0074
TCGA-A8-A0A7	4	68929	10208766	5703	-1e-04
TCGA-A8-A0A7	4	10221792	10229874	28	2.1453
TCGA-A8-A0A7	4	10232590	10389091	178	0.0482
TCGA-A8-A0A7	4	10390730	10399044	16	-0.7101
TCGA-A8-A0A7	4	10401094	34777382	16787	0.0209
TCGA-A8-A0A7	4	34777403	34822561	40	0.6153
TCGA-A8-A0A7	4	34823103	63828222	16567	0.0194
TCGA-A8-A0A7	4	63831751	63842540	28	-1.2209
TCGA-A8-A0A7	4	63850713	68506285	2874	0.0376
TCGA-A8-A0A7	4	68509223	68623617	65	-1.5295
TCGA-A8-A0A7	4	68639397	114258287	27711	0.0279
TCGA-A8-A0A7	4	114258300	114261019	10	0.9356
TCGA-A8-A0A7	4	114263073	172066706	35066	0.0342
TCGA-A8-A0A7	4	172066777	172068382	13	0.8163
TCGA-A8-A0A7	4	172074828	178135150	3678	0.036
TCGA-A8-A0A7	4	178138143	181122892	2151	0.0919
TCGA-A8-A0A7	4	181126457	190106768	6253	0.0224
TCGA-A8-A0A7	5	15532	685633	306	-0.0027
TCGA-A8-A0A7	5	698256	817735	33	-0.8426
TCGA-A8-A0A7	5	817877	3953496	2518	-0.0087
TCGA-A8-A0A7	5	3958564	3969743	9	-0.9689
TCGA-A8-A0A7	5	3973693	12800777	7321	0.0172
TCGA-A8-A0A7	5	12815668	12838421	14	1.028
TCGA-A8-A0A7	5	12849089	13162395	90	0.2182
TCGA-A8-A0A7	5	13168962	15364375	1680	0.0243
TCGA-A8-A0A7	5	15365046	15365338	2	-1.5957
TCGA-A8-A0A7	5	15373384	15718383	198	0.0257
TCGA-A8-A0A7	5	15719113	15720488	11	-0.8124
TCGA-A8-A0A7	5	15723237	18138930	1527	0.0198
TCGA-A8-A0A7	5	18140487	28635718	6162	0.0545
TCGA-A8-A0A7	5	28635768	28701096	47	0.349
TCGA-A8-A0A7	5	28704654	29019297	177	0.0719
TCGA-A8-A0A7	5	29019981	29023197	5	-0.7835
TCGA-A8-A0A7	5	29023356	30629694	976	0.0467
TCGA-A8-A0A7	5	30629980	46191782	9578	0.018
TCGA-A8-A0A7	5	46195781	46199333	4	-1.4471
TCGA-A8-A0A7	5	46209197	46271006	15	0.0928
TCGA-A8-A0A7	5	46271828	46273400	6	1.1742
TCGA-A8-A0A7	5	46278110	58033288	5077	0.0235
TCGA-A8-A0A7	5	58033703	58037706	28	1.6528
TCGA-A8-A0A7	5	58042530	97489987	22787	0.0278
TCGA-A8-A0A7	5	97490430	104515520	4053	0.0704
TCGA-A8-A0A7	5	104524672	104524903	4	1.402
TCGA-A8-A0A7	5	104525348	107002255	1486	0.0612
TCGA-A8-A0A7	5	107005609	108017494	834	0.0223
TCGA-A8-A0A7	5	108018208	108018305	2	-1.6031
TCGA-A8-A0A7	5	108026669	111084170	1843	0.0352
TCGA-A8-A0A7	5	111084190	111119258	27	0.6927
TCGA-A8-A0A7	5	111119504	118050922	5197	0.0368
TCGA-A8-A0A7	5	118052727	118053390	11	-0.5863
TCGA-A8-A0A7	5	118068645	140839137	13820	0.0267
TCGA-A8-A0A7	5	140844251	140874401	16	-0.5394
TCGA-A8-A0A7	5	140874533	152134610	7535	0.0174
TCGA-A8-A0A7	5	152135825	152138790	14	-0.7749
TCGA-A8-A0A7	5	152140710	156049762	2660	0.0017
TCGA-A8-A0A7	5	156049910	156055719	13	-2.1431
TCGA-A8-A0A7	5	156068240	180766184	16501	0.0131
TCGA-A8-A0A7	5	180766199	180779256	12	-0.7419
TCGA-A8-A0A7	5	180781850	181363319	282	-0.0418
TCGA-A8-A0A7	6	149661	11983682	9489	0.002
TCGA-A8-A0A7	6	11983809	11985100	2	-2.0757
TCGA-A8-A0A7	6	11986339	29815287	12106	0.0086
TCGA-A8-A0A7	6	29815442	29931900	89	0.2611
TCGA-A8-A0A7	6	29933787	32488965	1164	0.0371
TCGA-A8-A0A7	6	32502142	32605994	27	-0.3632
TCGA-A8-A0A7	6	32606237	32636595	21	0.0347
TCGA-A8-A0A7	6	32637799	32658841	10	-1.2851
TCGA-A8-A0A7	6	32682835	33574920	504	0.0799
TCGA-A8-A0A7	6	33575217	55022263	13827	0.0124
TCGA-A8-A0A7	6	55025183	66301114	4709	0.051
TCGA-A8-A0A7	6	66301485	66339706	54	-0.5647
TCGA-A8-A0A7	6	66341309	73882142	4998	0.0295
TCGA-A8-A0A7	6	73882509	73891694	10	0.9814
TCGA-A8-A0A7	6	73893839	76726815	1771	0.0325
TCGA-A8-A0A7	6	76730151	76742675	16	-3.6135
TCGA-A8-A0A7	6	76742729	76743040	5	-1.5347
TCGA-A8-A0A7	6	76751356	78253172	977	0.0265
TCGA-A8-A0A7	6	78259348	78325468	112	-2.5844
TCGA-A8-A0A7	6	78329517	93765426	9908	0.0332
TCGA-A8-A0A7	6	93768888	95394928	796	0.1398
TCGA-A8-A0A7	6	95398887	112622073	10597	0.0203
TCGA-A8-A0A7	6	112625184	143583555	19498	0.0415
TCGA-A8-A0A7	6	143583690	170741917	18901	0.0206
TCGA-A8-A0A7	7	43355	4326057	2245	0.0103
TCGA-A8-A0A7	7	4328069	4531316	179	-0.175
TCGA-A8-A0A7	7	4535799	6440451	865	-0.0126
TCGA-A8-A0A7	7	6441993	21000630	11632	0.0575
TCGA-A8-A0A7	7	21008412	38251113	12445	0.0095
TCGA-A8-A0A7	7	38254500	38356875	124	-0.5857
TCGA-A8-A0A7	7	38361356	52416087	9566	0.0129
TCGA-A8-A0A7	7	52418098	52420981	2	-2.2777
TCGA-A8-A0A7	7	52421612	54305455	1419	0.0485
TCGA-A8-A0A7	7	54318812	54318824	6	-1.5223
TCGA-A8-A0A7	7	54325795	78353180	9259	-0.0074
TCGA-A8-A0A7	7	78353264	88043854	6330	0.0422
TCGA-A8-A0A7	7	88044017	88493911	269	-0.0054
TCGA-A8-A0A7	7	88493925	90077223	1061	0.1355
TCGA-A8-A0A7	7	90077292	142554630	31902	0.0223
TCGA-A8-A0A7	7	142554640	142785320	103	-0.3376
TCGA-A8-A0A7	7	142785841	156592980	8786	0.0116
TCGA-A8-A0A7	7	156599096	156601365	3	-2.2963
TCGA-A8-A0A7	7	156601485	159334314	1623	-0.0037
TCGA-A8-A0A7	8	81254	644973	324	-0.0227
TCGA-A8-A0A7	8	645220	645875	6	0.7002
TCGA-A8-A0A7	8	645892	645908	2	3.1575
TCGA-A8-A0A7	8	656117	2844412	1707	-0.0055
TCGA-A8-A0A7	8	2846011	2846377	7	-1.6473
TCGA-A8-A0A7	8	2849649	5964186	4259	0.0611
TCGA-A8-A0A7	8	5964669	7182331	1423	-0.019
TCGA-A8-A0A7	8	7185818	7457163	35	0.5254
TCGA-A8-A0A7	8	7473830	11982562	3234	-0.0016
TCGA-A8-A0A7	8	11982922	12025748	19	0.0581
TCGA-A8-A0A7	8	12035719	12454103	43	0.4806
TCGA-A8-A0A7	8	12470324	16990073	4034	0.0384
TCGA-A8-A0A7	8	16990173	49304706	19592	-0.0013
TCGA-A8-A0A7	8	49305038	111282809	37914	0.0286
TCGA-A8-A0A7	8	111282852	111283031	4	3.4592
TCGA-A8-A0A7	8	111288052	142047413	21786	0.0172
TCGA-A8-A0A7	8	142047414	142064144	9	-1.1584
TCGA-A8-A0A7	8	142064186	145072769	1123	0.0263
TCGA-A8-A0A7	9	46587	5078409	5241	0.0135
TCGA-A8-A0A7	9	5078423	5081766	11	-0.6272
TCGA-A8-A0A7	9	5081852	7395038	1858	0.0126
TCGA-A8-A0A7	9	7395586	7396248	2	-3.962
TCGA-A8-A0A7	9	7396956	11276172	3592	0.0524
TCGA-A8-A0A7	9	11276796	12272817	779	0.1519
TCGA-A8-A0A7	9	12273160	24500457	9746	0.0211
TCGA-A8-A0A7	9	24500842	24517684	21	-0.8287
TCGA-A8-A0A7	9	24519686	28186121	2846	0.0393
TCGA-A8-A0A7	9	28186823	30601617	1732	0.0937
TCGA-A8-A0A7	9	30602508	33007261	1725	0.0275
TCGA-A8-A0A7	9	33007469	33009029	5	-1.2429
TCGA-A8-A0A7	9	33009042	39588611	3625	0.0061
TCGA-A8-A0A7	9	39747848	40099921	8	1.283
TCGA-A8-A0A7	9	40189830	61405110	190	0.0439
TCGA-A8-A0A7	9	61520021	61629689	28	0.8084
TCGA-A8-A0A7	9	61633080	77154478	6678	0.024
TCGA-A8-A0A7	9	77155482	77162488	29	0.8787
TCGA-A8-A0A7	9	77171212	87907679	7675	0.0037
TCGA-A8-A0A7	9	87939236	87939304	2	-1.7431
TCGA-A8-A0A7	9	87943042	88200773	154	-0.0254
TCGA-A8-A0A7	9	88204848	88207198	5	-1.4391
TCGA-A8-A0A7	9	88208131	101920187	9087	-0.007
TCGA-A8-A0A7	9	101921548	103285052	987	0.083
TCGA-A8-A0A7	9	103285384	103804216	353	0.0231
TCGA-A8-A0A7	9	103806415	103807009	2	-3.6071
TCGA-A8-A0A7	9	103808421	138200944	23115	0.006
TCGA-A8-A0A7	10	45792	2659859	2045	-0.0212
TCGA-A8-A0A7	10	2660613	2661084	2	-2.3171
TCGA-A8-A0A7	10	2661189	46525728	29630	0.0067
TCGA-A8-A0A7	10	46525759	46554143	28	-0.723
TCGA-A8-A0A7	10	46554197	52978586	3854	0.0234
TCGA-A8-A0A7	10	52979577	56766578	2740	0.0793
TCGA-A8-A0A7	10	56766637	65546518	6120	0.0207
TCGA-A8-A0A7	10	65548165	65554672	27	-0.4113
TCGA-A8-A0A7	10	65554688	79754434	9241	0.0197
TCGA-A8-A0A7	10	79763550	79837384	18	-0.7811
TCGA-A8-A0A7	10	79838023	133654968	36950	0.005
TCGA-A8-A0A7	11	198510	4946420	2419	0.005
TCGA-A8-A0A7	11	4947280	4955781	31	0.7717
TCGA-A8-A0A7	11	4957152	5500921	538	0.0035
TCGA-A8-A0A7	11	5500945	5502363	6	-1.1251
TCGA-A8-A0A7	11	5503234	18919323	9674	0.0119
TCGA-A8-A0A7	11	18927525	18940050	39	-1.2636
TCGA-A8-A0A7	11	18940066	55609035	21780	0.0199
TCGA-A8-A0A7	11	55609158	55674842	38	0.5881
TCGA-A8-A0A7	11	55676735	86176915	17458	0.0115
TCGA-A8-A0A7	11	86178616	86188770	18	-1.137
TCGA-A8-A0A7	11	86191421	102342260	11473	0.0302
TCGA-A8-A0A7	11	102343029	102346162	2	-2.3698
TCGA-A8-A0A7	11	102350848	133859354	22461	0.0126
TCGA-A8-A0A7	11	133862255	134867789	749	-0.0665
TCGA-A8-A0A7	11	134868991	135074876	145	0.0306
TCGA-A8-A0A7	12	51460	9481274	6174	0.0062
TCGA-A8-A0A7	12	9485313	9575696	23	-1.7246
TCGA-A8-A0A7	12	9582373	11351157	1178	0.014
TCGA-A8-A0A7	12	11358643	11383179	22	0.6284
TCGA-A8-A0A7	12	11383180	12377763	831	0.0376
TCGA-A8-A0A7	12	12383285	12388935	17	-0.6411
TCGA-A8-A0A7	12	12389946	37687481	15415	0.0242
TCGA-A8-A0A7	12	37710604	37711402	4	-1.4659
TCGA-A8-A0A7	12	37711547	48331259	6458	0.0311
TCGA-A8-A0A7	12	48331456	48331632	3	-1.7226
TCGA-A8-A0A7	12	48336253	70478078	13446	0.021
TCGA-A8-A0A7	12	70478895	70485605	10	-0.6123
TCGA-A8-A0A7	12	70485653	90089573	12065	0.0413
TCGA-A8-A0A7	12	90097892	90098297	7	-1.6158
TCGA-A8-A0A7	12	90099780	129401853	26739	0.0084
TCGA-A8-A0A7	12	129404013	133201603	2459	-0.0469
TCGA-A8-A0A7	13	18452809	23055048	2857	0.0093
TCGA-A8-A0A7	13	23055071	23059376	13	0.598
TCGA-A8-A0A7	13	23064056	37496233	10610	0.0144
TCGA-A8-A0A7	13	37496998	37510620	17	0.8007
TCGA-A8-A0A7	13	37514193	114342922	50663	0.0305
TCGA-A8-A0A7	14	18239283	19197351	40	-0.0305
TCGA-A8-A0A7	14	19203845	19957701	128	-0.4091
TCGA-A8-A0A7	14	19957752	21250759	911	0.0152
TCGA-A8-A0A7	14	21253720	21253780	2	-1.6091
TCGA-A8-A0A7	14	21253862	21994156	495	-0.0407
TCGA-A8-A0A7	14	21998495	22050244	40	-0.373
TCGA-A8-A0A7	14	22051298	22065623	9	-0.0014
TCGA-A8-A0A7	14	22065693	22491845	367	-0.7154
TCGA-A8-A0A7	14	22496054	40139724	11051	0.0166
TCGA-A8-A0A7	14	40144718	40147715	2	-2.2437
TCGA-A8-A0A7	14	40148961	40422140	188	-0.0266
TCGA-A8-A0A7	14	40426619	48469821	4874	0.0529
TCGA-A8-A0A7	14	48470284	106321086	37013	0.0097
TCGA-A8-A0A7	14	106340102	106346129	7	-1.4169
TCGA-A8-A0A7	14	106360014	106416146	30	0.001
TCGA-A8-A0A7	14	106418444	106462183	49	-0.3662
TCGA-A8-A0A7	14	106462724	106877229	195	0.1434
TCGA-A8-A0A7	15	19811075	19981398	38	-0.0015
TCGA-A8-A0A7	15	19985588	22299523	168	0.3669
TCGA-A8-A0A7	15	22385639	24012784	790	-0.0384
TCGA-A8-A0A7	15	24013200	24017805	6	-1.5818
TCGA-A8-A0A7	15	24018594	24429986	199	0.0441
TCGA-A8-A0A7	15	24435245	24469711	28	-0.648
TCGA-A8-A0A7	15	24472373	27806660	2456	0.0034
TCGA-A8-A0A7	15	27807889	29692486	901	-0.0855
TCGA-A8-A0A7	15	29692636	32179735	1318	-0.0023
TCGA-A8-A0A7	15	32212063	32610782	34	-0.5907
TCGA-A8-A0A7	15	32612414	76586021	27974	0.0021
TCGA-A8-A0A7	15	76598900	76603434	22	0.6249
TCGA-A8-A0A7	15	76609838	101928837	17613	-0.014
TCGA-A8-A0A7	16	10777	4746145	1982	0.0363
TCGA-A8-A0A7	16	4748071	19933041	11482	-0.0503
TCGA-A8-A0A7	16	19934328	19956040	29	-1.0578
TCGA-A8-A0A7	16	19958932	90096867	38368	-0.0157
TCGA-A8-A0A7	17	150733	34609520	17347	-0.0125
TCGA-A8-A0A7	17	34611015	36109315	906	0.0334
TCGA-A8-A0A7	17	36109735	36200725	36	0.4587
TCGA-A8-A0A7	17	36208249	41266901	2533	0.0215
TCGA-A8-A0A7	17	41266958	41274279	17	-0.5706
TCGA-A8-A0A7	17	41276472	45597863	2163	0.0387
TCGA-A8-A0A7	17	45598106	46085231	333	-0.0584
TCGA-A8-A0A7	17	46085732	46136346	37	0.4611
TCGA-A8-A0A7	17	46136800	46284997	87	0.1731
TCGA-A8-A0A7	17	46286804	50448336	1974	0.0253
TCGA-A8-A0A7	17	50448764	75064068	15583	-0.0076
TCGA-A8-A0A7	17	75064544	76778743	795	0.0512
TCGA-A8-A0A7	17	76779413	76835725	30	-0.3821
TCGA-A8-A0A7	17	76836454	83091923	3192	0.0341
TCGA-A8-A0A7	18	48133	100949	11	-0.1655
TCGA-A8-A0A7	18	117231	136240	3	-1.9236
TCGA-A8-A0A7	18	136305	64216662	39045	0.0208
TCGA-A8-A0A7	18	64219445	66140526	1343	0.0872
TCGA-A8-A0A7	18	66150333	66239629	67	0.0456
TCGA-A8-A0A7	18	66240197	66244352	10	-0.6663
TCGA-A8-A0A7	18	66244639	71395099	3683	0.0475
TCGA-A8-A0A7	18	71397326	73282655	1470	0.1257
TCGA-A8-A0A7	18	73282846	73282890	2	-1.9599
TCGA-A8-A0A7	18	73282927	73721774	382	0.1156
TCGA-A8-A0A7	18	73722159	80257174	4736	0.0085
TCGA-A8-A0A7	19	90910	21374076	9462	0.0257
TCGA-A8-A0A7	19	21374851	34046258	6383	-0.0252
TCGA-A8-A0A7	19	34046602	35358420	862	0.0206
TCGA-A8-A0A7	19	35364451	35365384	6	-1.112
TCGA-A8-A0A7	19	35365657	58586487	12391	0.0144
TCGA-A8-A0A7	20	80664	1580934	1205	-0.008
TCGA-A8-A0A7	20	1581021	1601561	35	1.6055
TCGA-A8-A0A7	20	1609611	64324800	41135	-0.0021
TCGA-A8-A0A7	21	10354168	28768403	11308	0.0441
TCGA-A8-A0A7	21	28768499	46677045	12564	0.0037
TCGA-A8-A0A7	22	15294547	23987520	4394	-0.0351
TCGA-A8-A0A7	22	23988078	23990739	4	-1.8028
TCGA-A8-A0A7	22	23995113	27011183	2511	-0.0225
TCGA-A8-A0A7	22	27011727	27013892	4	-1.374
TCGA-A8-A0A7	22	27014408	36267956	6754	-0.0232
TCGA-A8-A0A7	22	36273724	38894915	1525	0.0461
TCGA-A8-A0A7	22	38899250	38900899	3	-1.9674
TCGA-A8-A0A7	22	38903109	38967614	39	-0.0278
TCGA-A8-A0A7	22	38967679	38993700	24	-0.6715
TCGA-A8-A0A7	22	38993715	47045075	5083	0.0266
TCGA-A8-A0A7	22	47045324	50796027	2924	-0.0386
TCGA-A8-A0A7	X	251810	32526138	20090	0.0159
TCGA-A8-A0A7	X	32529225	35086033	1813	0.0818
TCGA-A8-A0A7	X	35088155	112458728	36334	0.0116
TCGA-A8-A0A7	X	112459285	112499549	19	-0.8866
TCGA-A8-A0A7	X	112508614	151124426	23032	0.0222
TCGA-A8-A0A7	X	151125462	151126987	2	-2.162
TCGA-A8-A0A7	X	151128083	155952689	2364	0.0177
TCGA-A8-A0A7	Y	2782397	13478396	3262	-2.1472
TCGA-A8-A0A7	Y	13478462	13482643	3	-8.1994
TCGA-A8-A0A7	Y	13483009	17058562	1750	-2.226
TCGA-A8-A0A7	Y	17067455	17067660	3	-7.8525
TCGA-A8-A0A7	Y	17070391	56872112	1611	-2.254
