ID	chrom	loc.start	loc.end	num.mark	seg.mean
TCGA-HT-8564	13	62721577	62722122	2	-2.3775
TCGA-HT-8564	13	62722748	111082863	32860	-0.1313
TCGA-HT-8564	13	111084940	111085009	3	-2.0608
TCGA-HT-8564	13	111085873	114342922	1728	-0.1472
TCGA-HT-8564	14	18239283	21940575	1536	-0.4662
TCGA-HT-8564	14	21940619	22497565	457	-0.1241
TCGA-HT-8564	14	22497677	82004385	37605	-0.4489
TCGA-HT-8564	14	82004789	82008094	2	-3.0014
TCGA-HT-8564	14	82008805	106416146	15302	-0.4539
TCGA-HT-8564	14	106418444	106462169	48	-1.3656
TCGA-HT-8564	14	106462183	106877229	196	-0.4635
TCGA-HT-8564	15	19811075	20041119	48	0.0539
TCGA-HT-8564	15	20041902	22278707	150	-0.4106
TCGA-HT-8564	15	22283167	24424598	996	0.1623
TCGA-HT-8564	15	24429604	24468278	26	-0.5849
TCGA-HT-8564	15	24468475	32239115	4684	0.1772
TCGA-HT-8564	15	32240890	32507144	17	-0.3404
TCGA-HT-8564	15	32519403	34453518	1497	0.1658
TCGA-HT-8564	15	34453577	34454261	2	-2.6193
TCGA-HT-8564	15	34455142	76586021	26346	0.1706
TCGA-HT-8564	15	76598900	76603434	22	1.066
TCGA-HT-8564	15	76609838	84062381	4539	0.1616
TCGA-HT-8564	15	84066554	84067112	2	-3.1311
TCGA-HT-8564	15	84067598	101928837	13011	0.1778
TCGA-HT-8564	16	10777	4969229	2113	-0.0105
TCGA-HT-8564	16	4970782	4973415	4	-1.2362
TCGA-HT-8564	16	4981093	19934328	11323	0.0204
TCGA-HT-8564	16	19934486	19954510	26	-0.5345
TCGA-HT-8564	16	19954553	35232200	6657	0.0046
TCGA-HT-8564	16	35236333	35266753	21	0.6457
TCGA-HT-8564	16	35268863	35323357	26	0.1684
TCGA-HT-8564	16	35323938	35521195	119	0.5323
TCGA-HT-8564	16	35522700	53424105	4570	0.012
TCGA-HT-8564	16	53435475	53435895	3	1.9817
TCGA-HT-8564	16	53436017	55761136	2015	0.029
TCGA-HT-8564	16	55762477	55762682	4	-1.1305
TCGA-HT-8564	16	55764310	55764867	3	1.7385
TCGA-HT-8564	16	55770436	55782734	11	-0.915
TCGA-HT-8564	16	55782793	55824881	17	0.6076
TCGA-HT-8564	16	55834527	77175303	12960	0.0263
TCGA-HT-8564	16	77176043	77210940	25	0.511
TCGA-HT-8564	16	77211143	78338949	1219	0.0284
TCGA-HT-8564	16	78339440	78342480	4	-1.8498
TCGA-HT-8564	16	78342814	86222284	8151	0.0183
TCGA-HT-8564	16	86223502	86223607	2	-2.0109
TCGA-HT-8564	16	86227158	90096867	2437	-0.0049
TCGA-HT-8564	17	150733	18414080	11355	0.0137
TCGA-HT-8564	17	18452078	18550123	25	-1.6014
TCGA-HT-8564	17	18561272	38829578	8100	0.0069
TCGA-HT-8564	17	38829785	38829813	3	-2.0658
TCGA-HT-8564	17	38835723	39818467	484	0.0168
TCGA-HT-8564	17	39818958	39832796	8	0.9288
TCGA-HT-8564	17	39835765	41265456	778	0.0172
TCGA-HT-8564	17	41266762	41274279	24	-0.6822
TCGA-HT-8564	17	41276472	46136800	2534	-0.0118
TCGA-HT-8564	17	46137998	46728351	115	0.329
TCGA-HT-8564	17	46731597	83091923	21475	0.0209
TCGA-HT-8564	18	48133	65410569	39623	-0.4654
TCGA-HT-8564	18	65411214	73436376	5877	-0.4247
TCGA-HT-8564	18	73436431	80257174	4953	-0.4819
TCGA-HT-8564	19	90910	11079146	4262	-0.104
TCGA-HT-8564	19	11084147	11249046	75	0.2054
TCGA-HT-8564	19	11251903	16597078	2802	-0.0831
TCGA-HT-8564	19	16597668	16599238	2	1.7773
TCGA-HT-8564	19	16601509	21632117	2442	-0.089
TCGA-HT-8564	19	21632838	21649919	8	-1.0988
TCGA-HT-8564	19	21652931	35358407	7067	-0.0819
TCGA-HT-8564	19	35358420	35370946	22	-0.6443
TCGA-HT-8564	19	35375842	36609348	613	-0.0808
TCGA-HT-8564	19	36609404	36625882	5	-1.0007
TCGA-HT-8564	19	36631690	40560555	2010	-0.0923
TCGA-HT-8564	19	40563025	40565917	3	1.8161
TCGA-HT-8564	19	40571595	51628560	5387	-0.103
TCGA-HT-8564	19	51639099	51644944	11	-1.2674
TCGA-HT-8564	19	51651652	55771003	2484	-0.0855
TCGA-HT-8564	19	55771169	55771701	3	-2.8135
TCGA-HT-8564	19	55774927	58586487	1834	-0.0823
TCGA-HT-8564	20	80664	1580305	1200	0.1646
TCGA-HT-8564	20	1580353	1613247	41	1.7491
TCGA-HT-8564	20	1617300	23432265	16904	0.1727
TCGA-HT-8564	20	23432772	51656616	14851	0.1415
TCGA-HT-8564	20	51657640	54031269	1752	0.1755
TCGA-HT-8564	20	54034615	54041178	30	-0.4693
TCGA-HT-8564	20	54041534	61083358	5781	0.1604
TCGA-HT-8564	20	61084217	61084232	2	-1.4292
TCGA-HT-8564	20	61085348	64324800	1652	0.1514
TCGA-HT-8564	21	10354168	46677045	23731	-0.1255
TCGA-HT-8564	22	15294547	50796027	23230	0.1643
TCGA-HT-8564	X	251810	26971217	16292	-0.3744
TCGA-HT-8564	X	26973642	26975447	4	-3.0624
TCGA-HT-8564	X	26977419	33018218	4105	-0.4012
TCGA-HT-8564	X	33018965	33338161	221	-1.3842
TCGA-HT-8564	X	33339475	52033079	9927	-0.3938
TCGA-HT-8564	X	52034511	52035429	2	2.0223
TCGA-HT-8564	X	52077420	55674826	1344	-0.4
TCGA-HT-8564	X	55676226	55681123	3	-2.5135
TCGA-HT-8564	X	55681253	74084813	6227	-0.3794
TCGA-HT-8564	X	74085374	88947996	7824	0.3031
TCGA-HT-8564	X	88948221	93068499	1486	0.2395
TCGA-HT-8564	X	93070081	93089673	16	-0.6233
TCGA-HT-8564	X	93089687	95370284	1362	0.2507
TCGA-HT-8564	X	95370622	155952689	34241	0.3329
TCGA-HT-8564	Y	2782397	56872112	6635	-0.8522
